name,rank,branch,incidentdate,state,day,month,year,pop1950
"MARABLE, YANDAL",Cpl,UNITED STATES ARMY,12/2/50,FLORIDA,2,12,1950,2821000
"MARBURGER, CHARLES",PFC,UNITED STATES MARINE CORPS,12/6/50,TEXAS,6,12,1950,7748000
"MARCATANTE, ANTHONY",PFC,UNITED STATES MARINE CORPS,10/27/50,NEW YORK,27,10,1950,14830192
"MARCO, CHARLES",Pfc,UNITED STATES ARMY,8/2/50,WEST VIRGINIA,2,8,1950,2006000
"MARCO, PAUL",1st Lt,UNITED STATES AIR FORCE,2/28/52,NEW YORK,28,2,1952,14830192
"MARES, CHARLIE",M/Sgt,UNITED STATES ARMY,7/31/50,TEXAS,31,7,1950,7748000
"MARION, CHRISTOPHER",Sgt,UNITED STATES ARMY,11/30/50,NORTH CAROLINA,30,11,1950,4060000
"MARION, ROBERT",Pfc,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"MARK, OSCAR",HM3,UNITED STATES NAVY,12/7/50,FLORIDA,7,12,1950,2821000
"MARK, OTTIS",Sfc,UNITED STATES ARMY,12/1/50,IDAHO,1,12,1950,592000
"MARKEY, HAROLD",Pfc,UNITED STATES ARMY,1/8/53,MASSACHUSETTS,8,1,1953,4690000
"MARKLE, EARL",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MARKS, HARVEY",Pvt,UNITED STATES ARMY,8/21/50,MARYLAND,21,8,1950,2376000
"MARLAR, JAMES",Sgt,UNITED STATES ARMY,11/2/50,MISSISSIPPI,2,11,1950,2169000
"MARLATT, DONALD",Pfc,UNITED STATES ARMY,11/28/50,INDIANA,28,11,1950,3952000
"MARLEY, FRED",Pfc,UNITED STATES ARMY,10/25/52,NORTH CAROLINA,25,10,1952,4060000
"MAROLD, WILLIAM",Pfc,UNITED STATES ARMY,11/28/50,ALABAMA,28,11,1950,3060000
"MARONI, JOHN",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MARQUEZ-DE LEON, RAMON",Pfc,UNITED STATES ARMY,10/27/52,PUERTO RICO,27,10,1952,2210000
"MARQUEZ, JASPER",Pvt,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"MARQUEZ, MARTIN",Pvt,UNITED STATES ARMY,12/2/50,ILLINOIS,2,12,1950,8712176
"MARQUEZ, RUDOLPH",Cpl,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"MARR, AUBURN",Capt,UNITED STATES ARMY,12/3/50,UTAH,3,12,1950,696000
"MARR, CHARLES",Pfc,UNITED STATES ARMY,11/2/50,VIRGINIA,2,11,1950,3262000
"MARRELLI, JOSEPH",Pfc,UNITED STATES ARMY,12/6/50,UTAH,6,12,1950,696000
"MARRERO-RIVERA, ALFREDO",Cpl,UNITED STATES ARMY,2/16/52,PUERTO RICO,16,2,1952,2210000
"MARSH, TEDDY",Pfc,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"MARSHALL, ALFRED",Pfc,UNITED STATES ARMY,2/14/51,NEW YORK,14,2,1951,14830192
"MARSHALL, DONALD",Pfc,UNITED STATES ARMY,11/27/50,FLORIDA,27,11,1950,2821000
"MARSHALL, ELLIS",Pfc,UNITED STATES ARMY,10/25/51,KENTUCKY,25,10,1951,2957000
"MARSHALL, FORREST",Pfc,UNITED STATES ARMY,7/26/52,TENNESSEE,26,7,1952,3304000
"MARSHALL, HARRY",Sgt,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MARSHALL, ISREAL",Pfc,UNITED STATES AIR FORCE,10/23/51,FLORIDA,23,10,1951,2821000
"MARSHALL, JACK",Pfc,UNITED STATES ARMY,12/2/50,IOWA,2,12,1950,2621000
"MARSHALL, JAMES",Capt,UNITED STATES AIR FORCE,9/19/51,CALIFORNIA,19,9,1951,10586223
"MARSHALL, MERLIN",Pvt,UNITED STATES ARMY,4/18/53,NORTH CAROLINA,18,4,1953,4060000
"MARSHALL, PAUL",Pvt,UNITED STATES ARMY,8/4/51,TENNESSEE,4,8,1951,3304000
"MARSHALL, WILLIE",Cpl,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"MARSHBURN, HERBERT",2nd Lt,UNITED STATES ARMY,12/3/50,DISTRICT OF COLUMBIA,3,12,1950,814000
"MARTIN, ALBERT",Pfc,UNITED STATES ARMY,10/29/52,INDIANA,29,10,1952,3952000
"MARTIN, ALFRED",Cpl,UNITED STATES ARMY,11/30/50,IOWA,30,11,1950,2621000
"MARTIN, CARL",M/Sgt,UNITED STATES ARMY,11/2/50,TEXAS,2,11,1950,7748000
"MARTIN, CHARLES",Pfc,UNITED STATES ARMY,2/12/51,MICHIGAN,12,2,1951,6421000
"MARTIN, CLARENCE",Maj,UNITED STATES ARMY,11/29/50,SOUTH CAROLINA,29,11,1950,2119000
"MARTIN, DOMINIQUE",1st Lt,UNITED STATES AIR FORCE,5/5/52,MAINE,5,5,1952,911000
"MARTIN, EDWIN",Pfc,UNITED STATES ARMY,8/31/50,OHIO,31,8,1950,7946627
"MARTIN, FLOYD",Sfc,UNITED STATES ARMY,11/24/50,NORTH CAROLINA,24,11,1950,4060000
"MARTIN, FRANK",LT,UNITED STATES NAVY,7/18/51,IDAHO,18,7,1951,592000
"MARTIN, GEORGE",ENS,UNITED STATES NAVY,2/7/51,CONNECTICUT,7,2,1951,2007280
"MARTIN, GERALD",PFC,UNITED STATES MARINE CORPS,3/26/53,MICHIGAN,26,3,1953,6421000
"MARTIN, HENRY",Sgt,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"MARTIN, HERBERT",Pvt,UNITED STATES ARMY,9/5/50,INDIANA,5,9,1950,3952000
"MARTIN, JAMES",Cpl,UNITED STATES ARMY,2/12/51,NEW YORK,12,2,1951,14830192
"MARTIN, JAMES",Cpl,UNITED STATES ARMY,2/13/51,TEXAS,13,2,1951,7748000
"MARTIN, JOEL",Cpl,UNITED STATES ARMY,11/13/51,ALABAMA,13,11,1951,3060000
"MARTIN, JOHN",Cpl,UNITED STATES ARMY,7/16/50,MASSACHUSETTS,16,7,1950,4690000
"MARTIN, JOHN",Pfc,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"MARTIN, JOHN",Pfc,UNITED STATES ARMY,12/2/50,ILLINOIS,2,12,1950,8712176
"MARTIN, JOHN",Pfc,UNITED STATES ARMY,11/28/50,NEW YORK,28,11,1950,14830192
"MARTIN, ROBERT",Pvt,UNITED STATES ARMY,12/18/50,ARIZONA,18,12,1950,756000
"MARTIN, ROBERT",2nd Lt,UNITED STATES AIR FORCE,8/24/51,OHIO,24,8,1951,7946627
"MARTIN, ROBERT",Capt,UNITED STATES AIR FORCE,5/5/51,KENTUCKY,5,5,1951,2957000
"MARTIN, ROBERT",Col,UNITED STATES ARMY,7/8/50,IOWA,8,7,1950,2621000
"MARTIN, WILLIAM",Cpl,UNITED STATES ARMY,11/28/50,CALIFORNIA,28,11,1950,10586223
"MARTINEZ-CANDELARIO, TOMAS",Pvt,UNITED STATES ARMY,7/17/53,PUERTO RICO,17,7,1953,2210000
"MARTINEZ-HERNANDEZ, LUIS",Pvt,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"MARTINEZ-LANDRON, RAMON",Pvt,UNITED STATES ARMY,9/21/52,PUERTO RICO,21,9,1952,2210000
"MARTINEZ-OTERO, PEDRO",Sgt,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"MARTINEZ, ARTURO",Cpl,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"MARTINEZ, DENNIS",PFC,UNITED STATES MARINE CORPS,3/19/53,CALIFORNIA,19,3,1953,10586223
"MARTINEZ, JESUS",Pvt,UNITED STATES ARMY,2/13/51,CALIFORNIA,13,2,1951,10586223
"MARTINEZ, LOUIS",Pfc,UNITED STATES ARMY,3/25/53,NEW MEXICO,25,3,1953,687000
"MARTINEZ, LUIS",Pvt,UNITED STATES ARMY,9/19/52,PUERTO RICO,19,9,1952,2210000
"MARTINEZ, LUIS",Pvt,UNITED STATES ARMY,11/6/52,PUERTO RICO,6,11,1952,2210000
"MARTINEZ, MANUEL",Pfc,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"MARTINEZ, PRIMEO",Pfc,UNITED STATES ARMY,12/2/50,NEW MEXICO,2,12,1950,687000
"MARTINS, JOHN",Cpl,UNITED STATES ARMY,12/1/50,MASSACHUSETTS,1,12,1950,4690000
"MARWOOD, WILLIAM",ENS,UNITED STATES NAVY,1/29/52,FLORIDA,29,1,1952,2821000
"MASCARA, MICHAEL",Pfc,UNITED STATES ARMY,2/13/51,NEW YORK,13,2,1951,14830192
"MASE, ROBERT",A2C,UNITED STATES AIR FORCE,7/8/52,PENNSYLVANIA,8,7,1952,10498012
"MASKO, JOHN",Pfc,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"MASON, BILLIE",Pfc,UNITED STATES ARMY,11/28/50,SOUTH CAROLINA,28,11,1950,2119000
"MASON, EARL",Pfc,UNITED STATES ARMY,12/12/50,FLORIDA,12,12,1950,2821000
"MASSINI, MARCOS",Pfc,UNITED STATES ARMY,9/18/51,PUERTO RICO,18,9,1951,2210000
"MAST, CLIFFORD",A1C,UNITED STATES AIR FORCE,7/4/52,WASHINGTON,4,7,1952,2386000
"MASTABAYVO, STEVE",Pvt,UNITED STATES ARMY,8/14/52,INDIANA,14,8,1952,3952000
"MASTERS, LOUIS",Pvt,UNITED STATES ARMY,7/27/50,PENNSYLVANIA,27,7,1950,10498012
"MASTERSON, HAROLD",M/Sgt,UNITED STATES ARMY,11/30/50,WASHINGTON,30,11,1950,2386000
"MATEO, AURELIO",Pfc,UNITED STATES ARMY,5/18/51,HAWAII,18,5,1951,491000
"MATHER, CLAVIS",Cpl,UNITED STATES ARMY,2/12/51,MICHIGAN,12,2,1951,6421000
"MATHER, DAVID",Capt,UNITED STATES AIR FORCE,12/16/51,GEORGIA,16,12,1951,3451000
"MATHER, RANDOLPH",Pfc,UNITED STATES ARMY,11/28/50,MARYLAND,28,11,1950,2376000
"MATHERS, LEONARD",Sgt,UNITED STATES ARMY,11/28/50,NEW YORK,28,11,1950,14830192
"MATHESS, ROY",Sfc,UNITED STATES ARMY,7/16/50,WEST VIRGINIA,16,7,1950,2006000
"MATHIS, GRAYSON",Pvt,UNITED STATES ARMY,12/3/50,MARYLAND,3,12,1950,2376000
"MATHIS, ROBERT",Cpl,UNITED STATES ARMY,10/14/52,SOUTH DAKOTA,14,10,1952,652000
"MATOS-GONZALEZ, FRANCISCO",Pfc,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"MATSON, CHARLES",Pfc,UNITED STATES ARMY,11/28/50,ILLINOIS,28,11,1950,8712176
"MATSUNAGA, JOSEPH",Cpl,UNITED STATES ARMY,11/2/50,HAWAII,2,11,1950,491000
"MATTHEW, DONALD",Cpl,UNITED STATES ARMY,11/28/50,WASHINGTON,28,11,1950,2386000
"MATTHEWS, JAMES",Sfc,UNITED STATES ARMY,7/20/50,KENTUCKY,20,7,1950,2957000
"MATTHEWS, RICHARD",Cpl,UNITED STATES ARMY,11/30/50,UTAH,30,11,1950,696000
"MATTHEWS, RICHARD",Sfc,UNITED STATES ARMY,7/11/50,PENNSYLVANIA,11,7,1950,10498012
"MATTHEWS, ROY",Pfc,UNITED STATES ARMY,5/25/51,TENNESSEE,25,5,1951,3304000
"MATTIER, STANLEY",PFC,UNITED STATES MARINE CORPS,3/26/53,MASSACHUSETTS,26,3,1953,4690000
"MATTINGLY, CHARLES",Pfc,UNITED STATES ARMY,12/1/50,IDAHO,1,12,1950,592000
"MATTINGLY, DONALD",Sgt,UNITED STATES ARMY,7/29/50,OKLAHOMA,29,7,1950,2193000
"MATTOCKS, HERBERT",Pfc,UNITED STATES ARMY,8/14/52,NORTH CAROLINA,14,8,1952,4060000
"MATTON, ANDRE",Sgt,UNITED STATES AIR FORCE,9/30/50,MASSACHUSETTS,30,9,1950,4690000
"MATTSON, CLARENCE",Pfc,UNITED STATES ARMY,11/21/50,MINNESOTA,21,11,1950,2995000
"MATTUCCI, ANTHONY",Pvt,UNITED STATES ARMY,6/20/52,NEW YORK,20,6,1952,14830192
"MATUSZ, WILLIAM",Capt,UNITED STATES AIR FORCE,1/19/51,NEW JERSEY,19,1,1951,4860000
"MATUTINO, GREGORIO",Pvt,UNITED STATES ARMY,8/23/50,HAWAII,23,8,1950,491000
"MAULDIN, GENE",Capt,UNITED STATES MARINE CORPS,10/4/52,TEXAS,4,10,1952,7748000
"MAUPIN, BILLIE",Cpl,UNITED STATES ARMY,1/3/51,TEXAS,3,1,1951,7748000
"MAURY, EDMUND",Cpl,UNITED STATES ARMY,11/29/50,PENNSYLVANIA,29,11,1950,10498012
"MAUS, DONALD",Maj,UNITED STATES ARMY,3/3/52,CALIFORNIA,3,3,1952,10586223
"MAXWELL, BILLY",Cpl,UNITED STATES ARMY,11/30/50,GEORGIA,30,11,1950,3451000
"MAXWELL, HERBERT",Pfc,UNITED STATES ARMY,2/12/51,MISSOURI,12,2,1951,3946000
"MAXWELL, JAMES",Sfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"MAXWELL, JAMES",Sfc,UNITED STATES ARMY,4/25/51,NEW YORK,25,4,1951,14830192
"MAXWELL, RAYMOND",Capt,UNITED STATES ARMY,11/30/50,WASHINGTON,30,11,1950,2386000
"MAY, CHARLES",Col,UNITED STATES MARINE CORPS,12/21/51,MICHIGAN,21,12,1951,6421000
"MAY, HOMER",Sgt,UNITED STATES ARMY,9/2/51,MINNESOTA,2,9,1951,2995000
"MAY, ROBERT",Cpl,UNITED STATES ARMY,11/4/50,IOWA,4,11,1950,2621000
"MAYE, THOMAS",Pfc,UNITED STATES ARMY,9/12/50,KENTUCKY,12,9,1950,2957000
"MAYEUX, LANNIS",Pfc,UNITED STATES ARMY,12/3/50,LOUISIANA,3,12,1950,2701000
"MAYFIELD, JAMES",Pfc,UNITED STATES ARMY,12/1/50,SOUTH CAROLINA,1,12,1950,2119000
"MAYLE, GEORGE",Pfc,UNITED STATES ARMY,12/2/50,WEST VIRGINIA,2,12,1950,2006000
"MAYNARD, EDWARD",1st Lt,UNITED STATES ARMY,7/14/50,MARYLAND,14,7,1950,2376000
"MAYNARD, MAX",Sgt,UNITED STATES ARMY,11/27/50,ILLINOIS,27,11,1950,8712176
"MAYO, JAMES",Pfc,UNITED STATES ARMY,11/30/50,NEW HAMPSHIRE,30,11,1950,531000
"MAYO, JOSEPH",Cpl,UNITED STATES MARINE CORPS,12/7/50,ALABAMA,7,12,1950,3060000
"MAYO, MELVIN",Pfc,UNITED STATES ARMY,12/1/50,FLORIDA,1,12,1950,2821000
"MAYS, ANDREW",Pfc,UNITED STATES ARMY,11/26/50,PENNSYLVANIA,26,11,1950,10498012
"MAYS, THOMAS",Cpl,UNITED STATES MARINE CORPS,3/26/53,DELAWARE,26,3,1953,321000
"MAZZU, JAMES",Cpl,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"MAZZULLA, ANTHONY",2nd Lt,UNITED STATES ARMY,12/2/50,RHODE ISLAND,2,12,1950,779000
"MCABEE, JAMES",Pfc,UNITED STATES ARMY,7/27/50,GEORGIA,27,7,1950,3451000
"MCADOO, ERNEST",Sgt,UNITED STATES AIR FORCE,10/23/51,PENNSYLVANIA,23,10,1951,10498012
"MCALLASTER, JOHN",1st Lt,UNITED STATES AIR FORCE,4/4/52,OREGON,4,4,1952,1532000
"MCALLISTER, JOHN",Sgt,UNITED STATES ARMY,11/4/50,ILLINOIS,4,11,1950,8712176
"MCALLISTER, WILLIAM",Cpl,UNITED STATES ARMY,12/3/50,PENNSYLVANIA,3,12,1950,10498012
"MCATEE, CHARLES",Pvt,UNITED STATES ARMY,12/1/50,KENTUCKY,1,12,1950,2957000
"MCAUGHAN, PHILLIP",Cpl,UNITED STATES ARMY,12/2/50,IOWA,2,12,1950,2621000
"MCBRAYER, LEE",Pfc,UNITED STATES ARMY,11/28/50,NEW YORK,28,11,1950,14830192
"MCBRIAN, CHARLES",Cpl,UNITED STATES MARINE CORPS,11/27/50,MICHIGAN,27,11,1950,6421000
"MCBRIDE, BOBBY",Pfc,UNITED STATES ARMY,2/12/51,CALIFORNIA,12,2,1951,10586223
"MCBRIDE, CHARLES",1st Lt,UNITED STATES AIR FORCE,5/27/52,OKLAHOMA,27,5,1952,2193000
"MCBRIDE, JAMES",Lt Col,UNITED STATES AIR FORCE,1/6/52,CALIFORNIA,6,1,1952,10586223
"MCBRIDE, JOE",Pfc,UNITED STATES ARMY,7/15/53,MISSISSIPPI,15,7,1953,2169000
"MCBRIDE, JOHN",1stLt,UNITED STATES MARINE CORPS,6/9/52,MASSACHUSETTS,9,6,1952,4690000
"MCBRIDE, ROBERT",Pvt,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"MCCABE, DONALD",Pvt,UNITED STATES ARMY,7/16/50,NEW YORK,16,7,1950,14830192
"MCCABE, JOHN",Pfc,UNITED STATES ARMY,11/2/50,KENTUCKY,2,11,1950,2957000
"MCCABE, JOHN",Pfc,UNITED STATES ARMY,8/27/51,NEW YORK,27,8,1951,14830192
"MCCAIN, JAMES",Sfc,UNITED STATES ARMY,2/13/51,TEXAS,13,2,1951,7748000
"MCCALEB, NEELY",2nd Lt,UNITED STATES ARMY,11/29/50,GEORGIA,29,11,1950,3451000
"MCCALL, JOHN",Sgt,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"MCCALL, JULIUS",Cpl,UNITED STATES ARMY,9/1/50,MICHIGAN,1,9,1950,6421000
"MCCALL, RUFUS",Pfc,UNITED STATES ARMY,12/1/50,CALIFORNIA,1,12,1950,10586223
"MCCARSON, WILLIAM",Capt,UNITED STATES MARINE CORPS,12/6/51,TEXAS,6,12,1951,7748000
"MCCARTHY, ALBERT",Sfc,UNITED STATES ARMY,11/2/50,NEW HAMPSHIRE,2,11,1950,531000
"MCCARTHY, GORDON",Pfc,UNITED STATES ARMY,12/2/50,MICHIGAN,2,12,1950,6421000
"MCCLAIN, EARL",Cpl,UNITED STATES ARMY,9/4/50,INDIANA,4,9,1950,3952000
"MCCLAIN, FREDERICK",Sgt,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"MCCLANAHAN, ALTON",Cpl,UNITED STATES ARMY,9/1/50,WEST VIRGINIA,1,9,1950,2006000
"MCCLATCHEY, HERMAN",Pvt,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"MCCLEAIN, LEROY",Pvt,UNITED STATES ARMY,8/29/52,NORTH CAROLINA,29,8,1952,4060000
"MCCLELLAN, DONALD",Pvt,UNITED STATES ARMY,12/11/50,MICHIGAN,11,12,1950,6421000
"MCCLELLAN, HARLAN",Sfc,UNITED STATES ARMY,10/16/52,OREGON,16,10,1952,1532000
"MCCLELLAN, MAURICE",Cpl,UNITED STATES ARMY,12/1/50,WASHINGTON,1,12,1950,2386000
"MCCLELLAN, THOMAS",Cpl,UNITED STATES MARINE CORPS,11/27/50,TEXAS,27,11,1950,7748000
"MCCLELLAND, CLEON",Sgt,UNITED STATES MARINE CORPS,3/26/53,PENNSYLVANIA,26,3,1953,10498012
"MCCLUNG, WILLIAM",MSgt,UNITED STATES MARINE CORPS,12/7/50,PENNSYLVANIA,7,12,1950,10498012
"MCCLURE, CLARENCE",Pvt,UNITED STATES ARMY,2/14/51,PENNSYLVANIA,14,2,1951,10498012
"MCCLURE, LEROY",Pvt,UNITED STATES ARMY,10/17/52,OKLAHOMA,17,10,1952,2193000
"MCCOLE, ROBERT",M/Sgt,UNITED STATES ARMY,8/22/52,DISTRICT OF COLUMBIA,22,8,1952,814000
"MCCOLLOM, FRANCIS",Maj,UNITED STATES AIR FORCE,1/19/52,CALIFORNIA,19,1,1952,10586223
"MCCOLLUM, WILLIAM",Pfc,UNITED STATES ARMY,12/2/50,SOUTH CAROLINA,2,12,1950,2119000
"MCCOMB, RONALD",Pvt,UNITED STATES ARMY,11/2/50,MICHIGAN,2,11,1950,6421000
"MCCOMBIE, CLOYD",Pvt,UNITED STATES ARMY,2/13/51,PENNSYLVANIA,13,2,1951,10498012
"MCCORD, ROBERT",Cpl,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"MCCORMACK, HAROLD",1st Lt,UNITED STATES ARMY,11/27/50,NEW JERSEY,27,11,1950,4860000
"MCCORMICK, BILLY",Pvt,UNITED STATES ARMY,8/15/50,CALIFORNIA,15,8,1950,10586223
"MCCORMICK, SHERMAN",Pvt,UNITED STATES ARMY,11/21/50,PENNSYLVANIA,21,11,1950,10498012
"MCCOSKRIE, DAVID",LTJG,UNITED STATES NAVY,2/13/51,OREGON,13,2,1951,1532000
"MCCOTTER, JAMES",Pfc,UNITED STATES ARMY,7/17/52,NORTH CAROLINA,17,7,1952,4060000
"MCCOWAN, RICHARD",Pvt,UNITED STATES ARMY,2/12/51,KENTUCKY,12,2,1951,2957000
"MCCOY, GLENN",Pfc,UNITED STATES ARMY,10/18/52,MARYLAND,18,10,1952,2376000
"MCCOY, JOHN",Pfc,UNITED STATES ARMY,7/21/50,KENTUCKY,21,7,1950,2957000
"MCCOY, RAYMOND",Cpl,UNITED STATES ARMY,12/1/50,MARYLAND,1,12,1950,2376000
"MCCOY, RICHARD",RD1,UNITED STATES NAVY,10/12/50,CALIFORNIA,12,10,1950,10586223
"MCCOY, ULYESS",Pfc,UNITED STATES ARMY,12/2/50,ARKANSAS,2,12,1950,1906000
"MCCRACKEN, PAUL",Cpl,UNITED STATES ARMY,11/28/50,TENNESSEE,28,11,1950,3304000
"MCCULLEN, THOMAS",Sgt,UNITED STATES MARINE CORPS,10/7/52,WISCONSIN,7,10,1952,3449000
"MCCULLOUGH, EDMUND",2nd Lt,UNITED STATES ARMY,12/1/50,FLORIDA,1,12,1950,2821000
"MCCULLOUGH, JOHN",Cpl,UNITED STATES ARMY,11/30/50,ILLINOIS,30,11,1950,8712176
"MCDANIEL, CHARLES",Sfc,UNITED STATES ARMY,11/2/50,INDIANA,2,11,1950,3952000
"MCDANIEL, HOMER",Pfc,UNITED STATES ARMY,11/28/50,KENTUCKY,28,11,1950,2957000
"MCDANIEL, WILLIAM",Cpl,UNITED STATES ARMY,11/29/50,KENTUCKY,29,11,1950,2957000
"MCDERMOND, ROBERT",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MCDERMOTT, MICHAEL",PFC,UNITED STATES MARINE CORPS,3/26/53,NEW YORK,26,3,1953,14830192
"MCDIVITT, GEORGE",Cpl,UNITED STATES ARMY,12/2/50,TENNESSEE,2,12,1950,3304000
"MCDONALD, CHARLES",Pfc,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"MCDONALD, EDWARD",Sfc,UNITED STATES ARMY,7/20/50,CONNECTICUT,20,7,1950,2007280
"MCDONALD, JOHN",Pfc,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"MCDONALD, ROGER",Pfc,UNITED STATES ARMY,11/30/50,NORTH CAROLINA,30,11,1950,4060000
"MCDONALD, VELTON",Pfc,UNITED STATES ARMY,7/8/53,IOWA,8,7,1953,2621000
"MCDONALD, WILLIAM",PFC,UNITED STATES MARINE CORPS,9/20/50,PENNSYLVANIA,20,9,1950,10498012
"MCDONIEL, RAYMOND",1st Lt,UNITED STATES ARMY,11/28/50,INDIANA,28,11,1950,3952000
"MCDONNELL, JOHN",Pvt,UNITED STATES ARMY,7/7/50,PENNSYLVANIA,7,7,1950,10498012
"MCDONNELL, JOHN",Sgt,UNITED STATES ARMY,9/4/50,PENNSYLVANIA,4,9,1950,10498012
"MCDONOUGH, CHARLES",Capt,UNITED STATES AIR FORCE,12/4/50,CONNECTICUT,4,12,1950,2007280
"MCDOUGAL, CHARLES",2nd Lt,UNITED STATES ARMY,2/13/51,MISSOURI,13,2,1951,3946000
"MCDOWELL, CLYAMON",PFC,UNITED STATES MARINE CORPS,3/26/53,CALIFORNIA,26,3,1953,10586223
"MCDUFFIE, CLEM",Pfc,UNITED STATES ARMY,11/30/50,NORTH CAROLINA,30,11,1950,4060000
"MCELROY, CLYDE",Pfc,UNITED STATES ARMY,12/6/50,PENNSYLVANIA,6,12,1950,10498012
"MCELROY, JOSEPH",Cpl,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"MCENERY, PATRICK",Pfc,UNITED STATES ARMY,11/13/51,ILLINOIS,13,11,1951,8712176
"MCEVOY, JAMES",Pfc,UNITED STATES ARMY,2/25/51,NEW YORK,25,2,1951,14830192
"MCFARREN, EDWARD",Pvt,UNITED STATES ARMY,11/28/50,INDIANA,28,11,1950,3952000
"MCFEE, CLAUDE",SSgt,UNITED STATES AIR FORCE,12/6/50,TEXAS,6,12,1950,7748000
"MCGAFFIC, EDWARD",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"MCGEE, WILLIAM",Pfc,UNITED STATES ARMY,9/8/51,ALABAMA,8,9,1951,3060000
"MCGEOUGH, LEO",Capt,UNITED STATES AIR FORCE,7/13/50,RHODE ISLAND,13,7,1950,779000
"MCGILL, WILLIAM",Pvt,UNITED STATES ARMY,7/5/50,PENNSYLVANIA,5,7,1950,10498012
"MCGINITHEN, JOHN",Cpl,UNITED STATES ARMY,12/1/50,PENNSYLVANIA,1,12,1950,10498012
"MCGINNIS, DONALD",Pfc,UNITED STATES ARMY,11/27/50,MICHIGAN,27,11,1950,6421000
"MCGOWAN, CLARENCE",1st Lt,UNITED STATES AIR FORCE,12/23/51,LOUISIANA,23,12,1951,2701000
"MCGOWAN, DONALD",Pfc,UNITED STATES ARMY,5/25/51,MICHIGAN,25,5,1951,6421000
"MCGRATH, RONALD",Pfc,UNITED STATES AIR FORCE,2/26/51,CALIFORNIA,26,2,1951,10586223
"MCGRATH, ROSS",Pvt,UNITED STATES ARMY,7/20/50,MASSACHUSETTS,20,7,1950,4690000
"MCGREW, JAMES",M/Sgt,UNITED STATES ARMY,11/30/50,NEBRASKA,30,11,1950,1324000
"MCGRIFF, GROVER",Sfc,UNITED STATES ARMY,7/14/53,SOUTH CAROLINA,14,7,1953,2119000
"MCGUFFIN, JAMES",Pfc,UNITED STATES ARMY,11/28/50,MICHIGAN,28,11,1950,6421000
"MCGUINNESS, CLARENCE",1stLt,UNITED STATES MARINE CORPS,12/6/50,WEST VIRGINIA,6,12,1950,2006000
"MCGUINNESS, JOHN",2nd Lt,UNITED STATES AIR FORCE,7/19/51,CONNECTICUT,19,7,1951,2007280
"MCGUIRE, JAMES",Cpl,UNITED STATES ARMY,11/2/50,NEW JERSEY,2,11,1950,4860000
"MCHALE, ROBERT",Lt Col,UNITED STATES AIR FORCE,6/12/53,NEW YORK,12,6,1953,14830192
"MCHANEY, LESLIE",A1C,UNITED STATES AIR FORCE,12/9/52,TEXAS,9,12,1952,7748000
"MCHENRY, EVERETT",Pvt,UNITED STATES ARMY,7/14/53,OHIO,14,7,1953,7946627
"MCHORNEY, WILLIAM",Sgt,UNITED STATES AIR FORCE,9/19/51,MISSOURI,19,9,1951,3946000
"MCINTIRE, MILLARD",Sfc,UNITED STATES ARMY,2/13/51,WASHINGTON,13,2,1951,2386000
"MCINTOSH, LAMAR",Pfc,UNITED STATES ARMY,7/12/50,MISSISSIPPI,12,7,1950,2169000
"MCINTYRE, JAMES",Pfc,UNITED STATES ARMY,7/11/50,INDIANA,11,7,1950,3952000
